product_id,brand,category,product_name,regular_price_inr,currency,active
PRD00182,JBL,Headphones,JBL Noise Cancelling Headphones 184,25150,INR,True
PRD00183,Sony,Gaming,Sony Gaming Monitor 281,19591,INR,True
PRD00184,HP,Laptops,HP Professional Laptop 715,106581,INR,True
PRD00185,Hisense,TVs,Hisense LED Smart TV 894,46892,INR,True
PRD00186,Acer,Laptops,Acer Ultrabook Laptop 491,153049,INR,True
PRD00187,Voltas,Air Conditioners,Voltas 1.5 Ton Split AC 259,31734,INR,True
PRD00188,LG,Air Conditioners,LG 1 Ton Split AC 504,77521,INR,True
PRD00189,Xiaomi,Mobile Phones,Xiaomi 5G Smartphone 153,47774,INR,True
PRD00190,Garmin,Smart Watches,Garmin Fitness Smart Watch 122,34530,INR,True
PRD00191,Fujifilm,Cameras,Fujifilm DSLR Camera 536,223343,INR,True
PRD00192,IFB,Washing Machines,IFB Top Load Washing Machine 881,56974,INR,True
PRD00193,Fossil,Smart Watches,Fossil GPS Smart Watch 636,76531,INR,True
PRD00194,Acer,Laptops,Acer Business Laptop 641,84470,INR,True
PRD00195,JBL,Headphones,JBL Wireless Headphones 246,11792,INR,True
PRD00196,OnePlus,TVs,OnePlus 4K Smart TV 3,61034,INR,True
PRD00197,IFB,Washing Machines,IFB Fully Automatic Washing Machine 299,79592,INR,True
PRD00198,Dell,Laptops,Dell Ultrabook Laptop 720,104112,INR,True
PRD00199,LG,Air Conditioners,LG 1.5 Ton Split AC 807,59675,INR,True
PRD00200,OnePlus,Tablets,OnePlus Professional Tablet 118,65723,INR,True
PRD00201,Nikon,Cameras,Nikon DSLR Camera 847,89633,INR,True
PRD00202,Samsung,TVs,Samsung 4K Smart TV 812,63495,INR,True
PRD00203,Razer,Gaming,Razer Gaming Monitor 450,40828,INR,True
PRD00204,Google,Mobile Phones,Google Ultra Smartphone 966,113515,INR,True
PRD00205,Razer,Gaming,Razer Gaming Monitor 449,67722,INR,True
PRD00206,Xiaomi,Mobile Phones,Xiaomi 5G Smartphone 753,121253,INR,True
PRD00207,Haier,Refrigerators,Haier Side by Side Refrigerator 94,23390,INR,True
PRD00208,Boat,Headphones,Boat Premium Earbuds 974,39977,INR,True
PRD00209,Apple,Laptops,Apple Ultrabook Laptop 782,40546,INR,True
PRD00210,TCL,TVs,TCL Mini LED Smart TV 453,190789,INR,True
PRD00211,Microsoft,Gaming,Microsoft Gaming Monitor 651,60132,INR,True
PRD00212,LG,Air Conditioners,LG Inverter AC 419,70607,INR,True
PRD00213,Whirlpool,Refrigerators,Whirlpool Double Door Refrigerator 165,132424,INR,True
PRD00214,Godrej,Refrigerators,Godrej Single Door Refrigerator 679,57777,INR,True
PRD00215,Bosch,Washing Machines,Bosch Front Load Washing Machine 91,77614,INR,True
PRD00216,Whirlpool,Refrigerators,Whirlpool Side by Side Refrigerator 994,35194,INR,True
PRD00217,Bosch,Washing Machines,Bosch Front Load Washing Machine 474,89118,INR,True
PRD00218,LG,Washing Machines,LG Front Load Washing Machine 371,85952,INR,True
PRD00219,Fossil,Smart Watches,Fossil Sports Smart Watch 209,8764,INR,True
PRD00220,Razer,Gaming,Razer Gaming Controller 449,40752,INR,True
PRD00221,Karcher,Vacuum Cleaners,Karcher Cordless Vacuum Cleaner 997,6891,INR,True
PRD00222,OnePlus,Tablets,OnePlus Professional Tablet 163,103032,INR,True
PRD00223,Razer,Gaming,Razer Gaming Console 418,75384,INR,True
PRD00224,Samsung,Mobile Phones,Samsung 5G Smartphone 970,128965,INR,True
PRD00225,Motorola,Mobile Phones,Motorola Pro Smartphone 956,138646,INR,True
PRD00226,Eureka,Vacuum Cleaners,Eureka Handheld Vacuum Cleaner 855,32229,INR,True
PRD00227,Daikin,Air Conditioners,Daikin 1.5 Ton Split AC 565,84871,INR,True
PRD00228,TCL,TVs,TCL OLED Smart TV 521,177123,INR,True
PRD00229,Philips,Vacuum Cleaners,Philips Cordless Vacuum Cleaner 792,23104,INR,True
PRD00230,Whirlpool,Washing Machines,Whirlpool Fully Automatic Washing Machine 841,53018,INR,True
PRD00231,Lenovo,Laptops,Lenovo Ultrabook Laptop 887,158356,INR,True
PRD00232,TCL,TVs,TCL Mini LED Smart TV 354,146967,INR,True
PRD00233,Haier,Refrigerators,Haier Single Door Refrigerator 956,79682,INR,True
PRD00234,Samsung,Refrigerators,Samsung French Door Refrigerator 393,94946,INR,True
PRD00235,Apple,Headphones,Apple Wireless Headphones 763,22352,INR,True
PRD00236,Daikin,Air Conditioners,Daikin Inverter AC 508,44936,INR,True
PRD00237,Dell,Laptops,Dell Professional Laptop 891,117030,INR,True
PRD00238,Google,Mobile Phones,Google 5G Smartphone 933,145874,INR,True
PRD00239,LG,Air Conditioners,LG 1.5 Ton Split AC 892,78736,INR,True
PRD00240,Samsung,Tablets,Samsung Android Tablet 801,71537,INR,True
PRD00241,Nintendo,Gaming,Nintendo Gaming Monitor 666,55098,INR,True
PRD00242,OnePlus,Mobile Phones,OnePlus Flagship Smartphone 978,107617,INR,True
PRD00243,Godrej,Refrigerators,Godrej Double Door Refrigerator 71,100931,INR,True
PRD00244,Boat,Headphones,Boat Bluetooth Earbuds 765,16408,INR,True
PRD00245,Google,Mobile Phones,Google 5G Smartphone 721,174133,INR,True
PRD00246,Google,Mobile Phones,Google Pro Smartphone 926,86503,INR,True
PRD00247,HP,Laptops,HP Ultrabook Laptop 301,44711,INR,True
PRD00248,Whirlpool,Refrigerators,Whirlpool Single Door Refrigerator 251,39080,INR,True
PRD00249,Fujifilm,Cameras,Fujifilm DSLR Camera 180,64560,INR,True
PRD00250,Xiaomi,Mobile Phones,Xiaomi Budget Smartphone 700,170453,INR,True
PRD00251,Apple,Headphones,Apple Premium Earbuds 238,10879,INR,True
PRD00252,Voltas,Air Conditioners,Voltas Inverter AC 683,58466,INR,True
PRD00253,ASUS,Laptops,ASUS Ultrabook Laptop 162,173287,INR,True
PRD00254,Google,Mobile Phones,Google Ultra Smartphone 307,162028,INR,True
PRD00255,Xiaomi,Tablets,Xiaomi Gaming Tablet 866,69878,INR,True
PRD00256,Microsoft,Gaming,Microsoft Gaming Mouse 110,66335,INR,True
PRD00257,Apple,Headphones,Apple Premium Earbuds 589,25024,INR,True
PRD00258,Nintendo,Gaming,Nintendo Gaming Console 282,54879,INR,True
PRD00259,Acer,Laptops,Acer Business Laptop 853,160214,INR,True
PRD00260,Microsoft,Gaming,Microsoft Gaming Monitor 225,49179,INR,True
PRD00261,Samsung,Tablets,Samsung Gaming Tablet 774,98835,INR,True
PRD00262,Philips,Vacuum Cleaners,Philips Cordless Vacuum Cleaner 643,64205,INR,True
PRD00263,Apple,Tablets,Apple Gaming Tablet 452,113364,INR,True
PRD00264,Acer,Laptops,Acer Ultrabook Laptop 93,64448,INR,True
PRD00265,Nintendo,Gaming,Nintendo Gaming Mouse 206,26021,INR,True
PRD00266,OnePlus,TVs,OnePlus QLED Smart TV 514,159159,INR,True
PRD00267,Microsoft,Gaming,Microsoft Gaming Keyboard 991,66156,INR,True
PRD00268,Nintendo,Gaming,Nintendo Gaming Console 987,64385,INR,True
PRD00269,Samsung,Mobile Phones,Samsung Pro Smartphone 991,112179,INR,True
PRD00270,Sony,Cameras,Sony Mirrorless Camera 405,227272,INR,True
PRD00271,Lenovo,Laptops,Lenovo Professional Laptop 466,62398,INR,True
PRD00272,Whirlpool,Refrigerators,Whirlpool Single Door Refrigerator 654,127795,INR,True
PRD00273,LG,Refrigerators,LG French Door Refrigerator 26,81797,INR,True
PRD00274,Noise,Smart Watches,Noise GPS Smart Watch 664,31015,INR,True
PRD00275,Motorola,Mobile Phones,Motorola Budget Smartphone 665,87217,INR,True
PRD00276,LG,Washing Machines,LG Front Load Washing Machine 969,23943,INR,True
PRD00277,Lenovo,Laptops,Lenovo Student Laptop 100,60440,INR,True
PRD00278,Sennheiser,Headphones,Sennheiser Noise Cancelling Headphones 465,26970,INR,True
PRD00279,Haier,Refrigerators,Haier Single Door Refrigerator 761,96983,INR,True
PRD00280,Philips,Vacuum Cleaners,Philips Upright Vacuum Cleaner 102,47920,INR,True
PRD00281,Blue Star,Air Conditioners,Blue Star Inverter AC 34,61666,INR,True
PRD00282,Eureka,Vacuum Cleaners,Eureka Robot Vacuum Cleaner 456,34057,INR,True
PRD00283,JBL,Headphones,JBL Wireless Headphones 377,46436,INR,True
PRD00284,Sony,Cameras,Sony Mirrorless Camera 283,124369,INR,True
PRD00285,Sony,Headphones,Sony Gaming Headset 679,7507,INR,True
PRD00286,Boat,Headphones,Boat Premium Earbuds 52,2899,INR,True
PRD00287,Samsung,Refrigerators,Samsung French Door Refrigerator 579,123150,INR,True
PRD00288,Sony,Headphones,Sony Premium Earbuds 601,15076,INR,True
PRD00289,Bose,Headphones,Bose Bluetooth Earbuds 808,11170,INR,True
PRD00290,Apple,Smart Watches,Apple GPS Smart Watch 134,20964,INR,True
PRD00291,Sony,Cameras,Sony DSLR Camera 677,48816,INR,True
PRD00292,Dell,Laptops,Dell Business Laptop 809,123911,INR,True
PRD00293,Sennheiser,Headphones,Sennheiser Bluetooth Earbuds 179,2534,INR,True
PRD00294,Sony,Gaming,Sony Gaming Controller 539,58176,INR,True
PRD00295,Motorola,Mobile Phones,Motorola 5G Smartphone 460,132845,INR,True
PRD00296,Haier,Refrigerators,Haier Double Door Refrigerator 516,79245,INR,True
PRD00297,Sennheiser,Headphones,Sennheiser Wireless Headphones 803,49160,INR,True
PRD00298,OnePlus,Tablets,OnePlus Gaming Tablet 659,70036,INR,True
PRD00299,HP,Laptops,HP Student Laptop 437,135281,INR,True
PRD00300,Apple,Tablets,Apple Student Tablet 932,103375,INR,True
PRD00301,LG,Air Conditioners,LG 1 Ton Split AC 623,67219,INR,True
PRD00302,Samsung,TVs,Samsung OLED Smart TV 640,92093,INR,True
PRD00303,OnePlus,Tablets,OnePlus Gaming Tablet 612,59925,INR,True
PRD00304,Sony,Cameras,Sony Digital Camera 620,152527,INR,True
PRD00305,LG,Washing Machines,LG Fully Automatic Washing Machine 874,32996,INR,True
PRD00306,OnePlus,Tablets,OnePlus Professional Tablet 463,66370,INR,True
PRD00307,Apple,Headphones,Apple Bluetooth Earbuds 409,31220,INR,True
PRD00308,LG,Washing Machines,LG Top Load Washing Machine 321,73936,INR,True
PRD00309,Lenovo,Tablets,Lenovo Gaming Tablet 704,30006,INR,True
PRD00310,LG,Air Conditioners,LG 1 Ton Split AC 96,36188,INR,True
PRD00311,LG,Washing Machines,LG Fully Automatic Washing Machine 832,66843,INR,True
PRD00312,OnePlus,TVs,OnePlus 4K Smart TV 980,173738,INR,True
PRD00313,GoPro,Cameras,GoPro Action Camera 126,195639,INR,True
PRD00314,Whirlpool,Washing Machines,Whirlpool Fully Automatic Washing Machine 889,73435,INR,True
PRD00315,Dyson,Vacuum Cleaners,Dyson Handheld Vacuum Cleaner 320,44348,INR,True
PRD00316,LG,Refrigerators,LG French Door Refrigerator 673,40280,INR,True
PRD00317,Samsung,Air Conditioners,Samsung 1 Ton Split AC 866,70890,INR,True
PRD00318,Sony,Cameras,Sony Mirrorless Camera 286,219912,INR,True
PRD00319,Samsung,Smart Watches,Samsung Sports Smart Watch 998,75526,INR,True
PRD00320,Noise,Smart Watches,Noise Fitness Smart Watch 30,37054,INR,True
PRD00321,Sony,TVs,Sony QLED Smart TV 360,109082,INR,True
PRD00322,Dell,Laptops,Dell Gaming Laptop 674,178457,INR,True
PRD00323,LG,Washing Machines,LG Front Load Washing Machine 94,22018,INR,True
PRD00324,Agaro,Vacuum Cleaners,Agaro Robot Vacuum Cleaner 430,29654,INR,True
PRD00325,Voltas,Air Conditioners,Voltas 1.5 Ton Split AC 320,73503,INR,True
PRD00326,Eureka,Vacuum Cleaners,Eureka Cordless Vacuum Cleaner 54,62890,INR,True
PRD00327,LG,TVs,LG Mini LED Smart TV 691,33044,INR,True
PRD00328,OnePlus,Mobile Phones,OnePlus Budget Smartphone 498,119152,INR,True
PRD00329,Fossil,Smart Watches,Fossil Sports Smart Watch 221,37804,INR,True
PRD00330,Canon,Cameras,Canon Action Camera 114,132699,INR,True
PRD00331,Razer,Gaming,Razer Gaming Mouse 684,72066,INR,True
PRD00332,Sony,Gaming,Sony Gaming Controller 614,54807,INR,True
PRD00333,HP,Laptops,HP Gaming Laptop 969,109015,INR,True
PRD00334,Bose,Headphones,Bose Bluetooth Earbuds 336,20469,INR,True
PRD00335,Apple,Mobile Phones,Apple Budget Smartphone 180,120893,INR,True
PRD00336,TCL,TVs,TCL Mini LED Smart TV 236,204463,INR,True
PRD00337,GoPro,Cameras,GoPro Action Camera 407,38894,INR,True
PRD00338,Dyson,Vacuum Cleaners,Dyson Upright Vacuum Cleaner 471,6228,INR,True
PRD00339,OnePlus,Mobile Phones,OnePlus Flagship Smartphone 588,120534,INR,True
